电影频道,#genre#
94独臂刀之情【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230426/15621_55bbdf57/index.m3u8
98惊魂记(美国恐怖片),https://vip1.lz-cdn7.com/20230318/14993_fbb28c74/index.m3u8
9发子弹(美国恐怖片),https://vip1.lz-cdn10.com/20220612/1831_9733403b/index.m3u8
9号谋杀案(美国恐怖片),https://vip1.lz-cdn1.com/20220418/2408_edff5101/index.m3u8
9路冥婚【泰语】(泰国恐怖片),https://vip1.lz-cdn1.com/20221020/17608_15e76df3/index.m3u8
9路冥婚【粤语】(泰国恐怖片),https://vip1.lz-cdn10.com/20221021/2849_6c4dd446/index.m3u8
AI创世者(美国动作片),https://v.cdnlz11.com/20231114/18307_08589102/index.m3u8
AR物语(大陆科幻片),https://v.cdnlz3.com/20240529/23432_f11c9e93/index.m3u8
A计划2021(德国/以色列战争片),https://vip1.lz-cdn1.com/20230306/20694_4064bc2f/index.m3u8
BLOODYESCAPE地狱的逃生作战(日本科幻片),https://v.cdnlz3.com/20240705/24505_826abe08/index.m3u8
B区32号(大陆恐怖片),https://vip1.lz-cdn1.com/20220422/2919_2904e656/index.m3u8
CCTV杀人案件(韩国恐怖片),https://vip1.lz-cdn1.com/20230527/21048_9f507eb4/index.m3u8
FPS2024(日本恐怖片),https://v.cdnlz3.com/20240702/24407_783cb97c/index.m3u8
GT赛车：极速狂飙(美国动作片),https://v1.cdnlz1.com/20230926/22313_4a5834f9/index.m3u8
ICQ幽灵【国语】(香港恐怖片),https://vip.lzcdn2.com/20220412/3163_cae2a61d/index.m3u8
InfiniTForce剧场版(日本科幻片),https://vip1.lz-cdn1.com/20220819/14822_506f36d6/index.m3u8
I型起源(美国科幻片),https://vip.lz-cdn3.com/20220921/13907_c532eeb8/index.m3u8
Khanzab2023(印度尼西亚恐怖),https://v.cdnlz19.com/20240629/38623_31dbcab2/index.m3u8
M博士的黑洞1959(墨西哥恐怖片),https://vip.lzcdn2.com/20220429/5033_8f1a7e92/index.m3u8
Nneka漂亮的蛇(科幻片),https://v.cdnlz3.com/20231226/22479_e40ac330/index.m3u8
N号栋(日本恐怖片),https://vip.lz-cdn3.com/20220930/14369_5a0a5c84/index.m3u8
Soho区惊魂夜(英国恐怖片),https://vip1.lz-cdn1.com/20220610/8510_b98b7f7d/index.m3u8
V字猎杀令(美国恐怖片),https://vip.lz-cdn3.com/20230126/17322_85a58eda/index.m3u8
X2022(美国恐怖片),https://vip1.lz-cdn1.com/20220614/8691_308929ec/index.m3u8
X博士(美国恐怖片),https://vip.lzcdn2.com/20220419/3815_e1d1a25a/index.m3u8
X圣治(日本恐怖片),https://v.cdnlz3.com/20230904/21591_14cb8159/index.m3u8
X战警【原声】(美国动作片),https://vip.lzcdn2.com/20220331/1604_3027641e/index.m3u8
X战警【国语】(美国动作片),https://vip.lz-cdn16.com/20230413/16625_bb0ce62a/index.m3u8
X档案：征服未来(加拿大科幻片),https://v.cdnlz2.com/20230918/26226_9a0061e9/index.m3u8
X特遣队：全员集结(美国科幻片),https://vip.lz-cdn17.com/20221224/128_8b10354d/index.m3u8
X频道之怪奇物语(美国恐怖片),https://vip1.lz-cdn10.com/20220825/2308_196649e5/index.m3u8
Z-108弃城(台湾恐怖片),https://vip.lz-cdn17.com/20230612/15573_05723da3/index.m3u8
iNumberNumber：约堡黄金大劫案(动作片),https://vip.lz-cdn3.com/20230623/19810_52809db4/index.m3u8
★惊天大营救2024(大陆动作片),https://v.gsuus.com/play/9b6OYvRd/index.m3u8
一个人的捉迷藏(韩国恐怖片),https://vip1.lz-cdn1.com/20230804/21618_3000f580/index.m3u8
一个经典的恐怖故事2021(意大利恐怖片),https://vip.lz-cdn3.com/20220623/8276_81737ae8/index.m3u8
一九八四1956(英国科幻片),https://vip1.lz-cdn1.com/20220516/5753_58927e7b/index.m3u8
一九八四1984(英国科幻片),https://vip.lz-cdn3.com/20220920/13857_3cd29049/index.m3u8
一九四四(爱沙尼亚/芬兰战争片),https://vip.lz-cdn3.com/20221127/16329_4b505d71/index.m3u8
一八九四·甲午大海战(大陆战争片),https://vip.lzcdn2.com/20220421/4015_fb7d56f7/index.m3u8
一击2：城市混战(英国动作片),https://v.cdnlz3.com/20240112/22741_4dec050c/index.m3u8
一切为了杰克森(加拿大恐怖片),https://vip.lz-cdn3.com/20220707/8903_dbd7a9a0/index.m3u8
一勺糖(美国恐怖片),https://vip1.lz-cdn1.com/20230619/21124_ec6b4100/index.m3u8
一卢比战记(印度动作片),https://vip1.lz-cdn1.com/20230527/21049_3eb38e29/index.m3u8
一咬OK【国语】(香港恐怖片),https://vip1.lz-cdn1.com/20220409/1372_c11f0772/index.m3u8
一声惊雷(科幻片),https://v.cdnlz3.com/20240109/22684_e6d03bd5/index.m3u8
一夜情未了(美国恐怖片),https://vip.lz-cdn17.com/20230322/5765_79f2d24a/index.m3u8
一天的终结(美国恐怖片),https://vip1.lz-cdn1.com/20220317/82_cd187c03/index.m3u8
一月河女郎(科幻片),https://v.cdnlz11.com/20231221/18776_8cda2e87/index.m3u8
一百英尺(美国恐怖片),https://vip.lz-cdn16.com/20230712/31627_7dc92cfc/index.m3u8
一眉归来(大陆动作片),https://v.cdnlz2.com/20240416/30000_5f399dea/index.m3u8
一箭穿心2024(大陆动作片),https://v.cdnlz21.com/20240905/1946_a321ae6f/index.m3u8
一级戒备【原声】(美国动作片),https://vip1.lz-cdn7.com/20230303/14706_b4641098/index.m3u8
一级戒备【国语】(美国动作片),https://vip1.lz-cdn7.com/20230303/14709_5ea0d63d/index.m3u8
一线声机(美国动作片),https://v.cdnlz11.com/20231204/18534_04504ec9/index.m3u8
一袋弹子(法国战争片),https://vip.lz-cdn3.com/20220815/11484_e0871d20/index.m3u8
一触即发1991【国语】(香港动作片),https://vip1.lz-cdn7.com/20230422/15513_1ed467dd/index.m3u8
一触即发1991【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230422/15514_47ea9f1f/index.m3u8
一触即发之除爆(大陆动作片),https://v1.cdnlz1.com/20220317/190_04b24960/index.m3u8
一起入魔(英国科幻片),https://vip.lz-cdn3.com/20220913/13275_d693933f/index.m3u8
一路向南2015(美国恐怖片),https://vip.lz-cdn3.com/20221124/16252_a8e59e86/index.m3u8
一部塞尔维亚电影(塞尔维亚恐怖片),https://vip1.lz-cdn8.com/20220906/26075_bb6e4fd8/index.m3u8
一飞冲天1952(英国战争片),https://vip1.lz-cdn1.com/20220522/6453_9f9b69cf/index.m3u8
七七事变(大陆战争片),https://vip.lzcdn2.com/20220414/3277_ba394b1d/index.m3u8
七号少年(科幻片),https://vip1.lz-cdn7.com/20221212/12626_4403de0a/index.m3u8
七天丧期(以色列/法国战争片),https://vip.lzcdn2.com/20220328/860_dd84e711/index.m3u8
七尸八命(法国恐怖片),https://vip.lzcdn2.com/20220416/3628_02bc2422/index.m3u8
七年风暴(美国动作片),https://vip1.lz-cdn7.com/20230417/15425_2888280b/index.m3u8
七月七日回魂夜【国语】(香港恐怖片),https://vip.lzcdn2.com/20220412/3146_f28f7add/index.m3u8
七月十四【国语】(香港恐怖片),https://vip1.lz-cdn7.com/20230209/14074_3dfb4709/index.m3u8
七月半2：前世今生(大陆恐怖片),https://vip.lzcdn2.com/20220501/5099_62bfcfd7/index.m3u8
七月半之恐怖宿舍(大陆恐怖片),https://vip.lzcdn2.com/20220427/4781_8652e065/index.m3u8
七月又十四之信不信由你【国语】(香港恐怖片),https://vip1.lz-cdn1.com/20220522/6336_1958e9bd/index.m3u8
七木乃伊(美国动作片),https://vip1.lz-cdn7.com/20230309/14845_a782f7a3/index.m3u8
七秒钟(美国动作片),https://v.cdnlz11.com/20231221/18788_f1ee8a09/index.m3u8
万圣节群魔(美国恐怖片),https://v.cdnlz3.com/20240123/22899_44c38ddb/index.m3u8
万箭穿心1971(香港动作片),https://v.cdnlz16.com/20230911/38419_05750f2e/index.m3u8
万里归途(大陆战争片),https://vip1.lz-cdn1.com/20221216/19236_87dc300b/index.m3u8
万里雄风(台湾动作片),https://vip.lz-cdn3.com/20230701/19985_727112f6/index.m3u8
万鬼惊魂(美国恐怖片),https://vip1.lz-cdn7.com/20230331/15123_8f20df0e/index.m3u8
万鳄巨兽(美国动作片),https://v.cdnlz3.com/20240120/22853_1bde070a/index.m3u8
丈夫之谋(加拿大恐怖片),https://vip1.lz-cdn1.com/20230412/20902_75485862/index.m3u8
三七日(韩国恐怖片),https://vip1.lz-cdn1.com/20230605/21080_9015876f/index.m3u8
三个火枪手：米莱迪(法国动作片),https://v.cdnlz2.com/20240405/29499_8d88d2b1/index.m3u8
三个火枪手：达达尼昂(法国动作片),https://vip1.lz-cdn1.com/20230728/21500_fab0d249/index.m3u8
三勇士蛮荒救美(美国动作片),https://vip.lz-cdn16.com/20230630/29748_e678ba6d/index.m3u8
三十六小时谍报战(美国战争片),https://vip1.lz-cdn1.com/20220430/3838_4599eeec/index.m3u8
三天2024(韩国恐怖片),https://v.cdnlz3.com/20241213/30836_2496c694/index.m3u8
三头魔王(台湾恐怖片),https://v.cdnlz19.com/20240410/26921_3ff3d22b/index.m3u8
三层楼的女孩(美国恐怖片),https://vip.lz-cdn3.com/20220806/10840_ba3c26f6/index.m3u8
三扎撸(美国恐怖片),https://vip1.lz-cdn10.com/20220426/1518_973ae298/index.m3u8
三故事(南斯拉夫战争片),https://vip1.lz-cdn1.com/20220424/3124_2cebf691/index.m3u8
三更2【粤语】(香港恐怖片),https://v.cdnlz11.com/20231203/18510_29785772/index.m3u8
三更【韩/泰/国/粤语】2002(中国香港/韩国/泰国恐怖片),https://vip.lzcdn2.com/20220425/4484_780df1f9/index.m3u8
三更车库(大陆恐怖片),https://vip.lz-cdn3.com/20221118/16051_52222ef9/index.m3u8
三街剧场(韩国恐怖片),https://vip1.lz-cdn7.com/20230224/14507_facbb4b8/index.m3u8
三角洲突击队2(美国动作片),https://vip1.lz-cdn7.com/20230419/15459_86a12d19/index.m3u8
上升1977(苏联战争片),https://vip1.lz-cdn1.com/20220516/5901_4a51828d/index.m3u8
上帝的使者(英国战争片),https://vip1.lz-cdn7.com/20230220/14420_4a0aaf1e/index.m3u8
上帝的国度2022(美国恐怖片),https://vip1.lz-cdn10.com/20221008/2689_0b202af1/index.m3u8
上帝的旨意(美国科幻片),https://vip1.lz-cdn7.com/20230212/14185_03181f82/index.m3u8
上帝的驱魔2021(墨西哥/委内瑞拉/美国恐怖片),https://vip1.lz-cdn10.com/20220426/1539_0609fc72/index.m3u8
上流恶邻(美国恐怖片),https://vip.lz-cdn4.com/20230421/25637_663934f8/index.m3u8
上海滩1983【粤语】(香港动作片),https://vip.lz-cdn3.com/20230317/18163_391cba30/index.m3u8
上海陆战队(日本战争片),https://vip1.lz-cdn1.com/20220504/4297_8b0de510/index.m3u8
上甘岭(大陆战争片),https://vip1.lz-cdn7.com/20230114/13496_8346eeec/index.m3u8
上级命令(美国战争片),https://vip1.lz-cdn1.com/20220516/5841_c4eaca51/index.m3u8
下一个就是你(美国恐怖片),https://vip1.lz-cdn7.com/20230302/14666_0ea7828e/index.m3u8
下一个就是你1998(美国恐怖片),https://vip.lzcdn2.com/20220425/4397_f4f06cb2/index.m3u8
下一个就是你3(美国恐怖片),https://vip1.lz-cdn7.com/20230302/14658_d4f734c0/index.m3u8
下意识的残忍(加拿大恐怖片),https://v1.cdnlz1.com/20230920/22255_6253e086/index.m3u8
下水道1957(波兰战争片),https://vip.lzcdn2.com/20220523/7438_9c0556a6/index.m3u8
下水道的美人鱼(日本恐怖片),https://vip1.lz-cdn.com/20220908/32105_62d3c74b/index.m3u8
下载即死亡(意大利恐怖片),https://vip1.lz-cdn10.com/20220630/1971_8f5d577e/index.m3u8
不2022(美国恐怖片),https://vip1.lz-cdn10.com/20220826/2322_f75ea801/index.m3u8
不列颠之战1969(英国战争片),https://vip1.lz-cdn1.com/20230727/21456_e2db5007/index.m3u8
不可思议的融化人(美国恐怖片),https://vip.lz-cdn17.com/20230708/22709_7788df4b/index.m3u8
不好意思啊查理2023(美国恐怖片),https://v.cdnlz21.com/20240709/835_d0212934/index.m3u8
不对劲的孩子(美国恐怖片),https://vip.lz-cdn3.com/20230126/17321_79e1d452/index.m3u8
不幸之家2024(日本恐怖片),https://v.cdnlz3.com/20241126/29905_f563ee34/index.m3u8
不是每件事都很有趣(阿根廷/西班牙恐怖片),https://vip.lz-cdn3.com/20220903/12599_0a11c0da/index.m3u8
不朽的走廊(俄罗斯战争片),https://vip.lz-cdn3.com/20220724/9964_90b339b2/index.m3u8
不死之魔(美国恐怖片),https://vip.lzcdn2.com/20220425/4548_e970f123/index.m3u8
不死传说(美国恐怖片),https://v.cdnlz3.com/20240103/22591_48d9283c/index.m3u8
不法正义(卢森堡恐怖片),https://vip1.lz-cdn1.com/20220318/279_a4829ea0/index.m3u8
不洁(美国恐怖片),https://vip.lz-cdn3.com/20220629/8471_382aebdd/index.m3u8
不老山异事(大陆恐怖片),https://vip1.lz-cdn1.com/20220317/28_ef29944f/index.m3u8
不耻真相(美国恐怖片),https://vip1.lz-cdn1.com/20220317/62_851c796c/index.m3u8
不能犯规的游戏之惊魂幻觉(大陆恐怖片),https://vip.lzcdn2.com/20220523/7452_2a4ee130/index.m3u8
不许向上看(美国恐怖片),https://v.cdnlz11.com/20231104/18126_53b9819b/index.m3u8
不速之客2021(美国恐怖片),https://vip.lz-cdn3.com/20220701/8581_533766ef/index.m3u8
与僵尸同行(美国恐怖片),https://vip1.lz-cdn1.com/20220430/3806_4b6aca1a/index.m3u8
世外桃源(爱尔兰/美国/加拿大恐怖片),https://v.cdnlz2.com/20240502/30892_3b743c28/index.m3u8
世外逃劫2024(菲律宾恐怖片),https://v.cdnlz3.com/20241017/28063_fd0fbcc2/index.m3u8
世界大战1953(美国科幻片),https://vip1.lz-cdn7.com/20230209/14090_911ef493/index.m3u8
世界大战：袭击(英国科幻片),https://v.cdnlz3.com/20231001/22080_cc35a7ad/index.m3u8
世界奇妙物语2020秋季特别篇(日本恐怖片),https://vip.lz-cdn3.com/20220710/9124_3408cbed/index.m3u8
世界奇妙物语2021夏季特别篇(日本恐怖片),https://vip1.lz-cdn10.com/20220413/1374_e86477df/index.m3u8
世界奇妙物语2022秋季特别篇(日本恐怖片),https://vip1.lz-cdn10.com/20221121/2999_8b5072e6/index.m3u8
世界旦夕之间(科幻片),https://vip.lz-cdn16.com/20230305/11681_abbab4c4/index.m3u8
丛林历险记2020(大陆动作片),https://vip1.lz-cdn1.com/20230409/20861_5b0d6617/index.m3u8
丛林噩梦(美国恐怖片),https://vip1.lz-cdn7.com/20230224/14522_f70fd304/index.m3u8
丛林无边(大陆战争片),https://hd.lz-cdn18.com/20230719/4116_cc257285/index.m3u8
丛林求生2020(越南恐怖片),https://vip1.lz-cdn1.com/20220616/8976_32e1f64a/index.m3u8
东京复仇者2血腥万圣节篇电影|决战电影|(日本动作片),https://v.cdnlz3.com/20240114/22773_dc6f2a1f/index.m3u8
东京复仇者2血色万圣节篇电影|命运电影|(日本动作片),https://v.cdnlz11.com/20231225/18853_39d2474f/index.m3u8
东京审判2006(大陆战争片),https://vip.lzcdn2.com/20220417/3642_9c60ef60/index.m3u8
东京残酷警察(日本恐怖片),https://vip1.lz-cdn8.com/20220821/22455_102373d0/index.m3u8
东京食尸鬼真人版2(日本恐怖片),https://vip.lz-cdn3.com/20220730/10372_e507863b/index.m3u8
东北五仙(大陆恐怖片),https://vip1.lz-cdn1.com/20230407/20851_15047394/index.m3u8
东北往事我叫黄中华(大陆动作片),https://vip1.lz-cdn7.com/20230422/15526_705d63b8/index.m3u8
东北狙王决战虎牙山(大陆战争片),https://vip1.lz-cdn10.com/20220525/1586_a842d797/index.m3u8
东北警察故事2(大陆动作片),https://vip.lz-cdn3.com/20230708/20121_83308085/index.m3u8
东方2020(荷兰战争片),https://v1.cdnlz1.com/20231023/23059_19500e7c/index.m3u8
东海道四谷怪谈(日本恐怖片),https://vip.lzcdn2.com/20220520/7067_7d359ef4/index.m3u8
东海道惊魂(日本恐怖片),https://vip1.lz-cdn7.com/20230427/15662_18efe4ee/index.m3u8
东海龙棺(大陆动作片),https://v.cdnlz2.com/20240210/28824_bcbfb539/index.m3u8
东游传(大陆动作片),https://vip.lz-cdn16.com/20230312/12340_5948b9d9/index.m3u8
东游记1983(美国战争片),https://vip.lz-cdn3.com/20230320/18221_d57bd38a/index.m3u8
东溪突击(大陆战争片),https://vip1.lz-cdn1.com/20220510/5158_bc0ded71/index.m3u8
东瀛鬼咒(日本恐怖片),https://v.cdnlz19.com/20240309/20259_3163a28c/index.m3u8
东线无归途(英国战争片),https://vip.lz-cdn3.com/20220716/9477_5ccaf33e/index.m3u8
丝黛芬妮(美国恐怖片),https://v.cdnlz11.com/20231215/18695_b33939bf/index.m3u8
两个月亮2012(韩国恐怖片),https://vip.lzcdn2.com/20220521/7233_dfe93f27/index.m3u8
两个男人(韩国动作片),https://v.cdnlz11.com/20231208/18597_ad08d1fa/index.m3u8
两位女巫(美国恐怖片),https://vip1.lz-cdn10.com/20221015/2814_e8298d9f/index.m3u8
两傻捉尸记(美国恐怖片),https://vip1.lz-cdn1.com/20220428/3544_cdf1a8bf/index.m3u8
两只兔子(动作片),https://vip.lz-cdn3.com/20230622/19777_4c0ceba2/index.m3u8
两居室(日本恐怖片),https://v1.cdnlz1.com/20231108/23476_58098cb8/index.m3u8
丧家之女(美国恐怖片),https://vip.lz-cdn3.com/20221121/16177_6049753f/index.m3u8
丧尸之吻(印度恐怖片),https://vip.lz-cdn16.com/20230403/15409_e7912725/index.m3u8
丧尸围城：瞭望塔(美国恐怖片),https://vip.lz-cdn3.com/20221124/16267_09e969a1/index.m3u8
丧尸李志(大陆恐怖片),https://v.cdnlz19.com/20240417/27787_d58690e4/index.m3u8
丧尸李志2(大陆恐怖片),https://v.cdnlz19.com/20240417/27788_8a8753f5/index.m3u8
中俄列车大劫案(大陆动作片),https://v.cdnlz17.com/20231003/27496_9d7b809d/index.m3u8
中国刀锋战士(大陆动作片),https://vip.lz-cdn3.com/20230705/20049_0d6a97de/index.m3u8
中国女兵(台湾战争片),https://vip1.lz-cdn7.com/20230209/14081_f6fb3477/index.m3u8
中国营长(中国大陆战争片),https://vip.lzcdn2.com/20220324/411_55e911b1/index.m3u8
中国蓝盔(大陆战争片),https://vip.lzcdn2.com/20220505/5606_bb75b528/index.m3u8
中邪(大陆恐怖片),https://vip1.lz-cdn1.com/20220618/9143_a212a87c/index.m3u8
中间的房子(美国恐怖片),https://vip.lz-cdn3.com/20220625/8355_68a92ac2/index.m3u8
临界区域(科幻片),https://v.cdnlz3.com/20240115/22792_b4ede921/index.m3u8
丹尼尔不是真的(美国恐怖片),https://vip.lz-cdn3.com/20220830/12322_c93e3feb/index.m3u8
丹皮尔(意大利恐怖片),https://v.cdnlz11.com/20231128/18455_be24864d/index.m3u8
为了正义(美国动作片),https://vip1.lz-cdn7.com/20230504/15801_a41b0275/index.m3u8
主播2022(韩国恐怖片),https://vip1.lz-cdn10.com/20220525/1602_99f01c73/index.m3u8
丽莎灵异实录2024(印度尼西亚恐怖片),https://v.cdnlz3.com/20241111/28986_adec0496/index.m3u8
义无反顾(大陆动作片),https://vip1.lz-cdn1.com/20230605/21081_8227983b/index.m3u8
乌里：外科手术式打击(印度战争片),https://vip.lz-cdn3.com/20221115/15930_6c2dc0fa/index.m3u8
乌鸦谋杀案(美国动作片),https://v.cdnlz2.com/20230918/26242_e7d588f3/index.m3u8
乌龟也会飞(伊朗/法国/伊拉克战争片),https://vip.lz-cdn3.com/20221109/15669_a3e0aa06/index.m3u8
乒乓2017(台湾恐怖片),https://vip.lz-cdn3.com/20220821/11861_6f405923/index.m3u8
乔纳森2018(美国科幻片),https://vip1.lz-cdn1.com/20230801/21566_2dbecdd6/index.m3u8
乔赛亚见闻(美国恐怖片),https://vip1.lz-cdn10.com/20220808/2186_b2ea41b0/index.m3u8
乖狗狗(挪威恐怖片),https://v1.cdnlz1.com/20231018/22909_eada19c8/index.m3u8
乘客2023(美国恐怖片),https://v.cdnlz3.com/20240109/22701_947c4f9c/index.m3u8
九人禁闭室(英国恐怖片),https://v.cdnlz3.com/20240107/22660_0b8947ab/index.m3u8
九型人格(大陆恐怖片),https://vip.lzcdn2.com/20220330/1281_3f8c92c4/index.m3u8
九子天魔(台湾恐怖片),https://vip1.lz-cdn1.com/20230807/21675_5536174b/index.m3u8
九度空间(美国科幻片),https://v.cdnlz3.com/20240121/22867_2c2eae70/index.m3u8
九霄云外(英国科幻片),https://vip.lz-cdn3.com/20230311/18056_41c79867/index.m3u8
九龙城寨之围城【国语】2024(香港动作片),https://v.cdnlz3.com/20240621/23931_0923f192/index.m3u8
九龙笔之神兵觉醒(大陆动作片),https://v.cdnlz10.com/20220525/1610_517d02ef/index.m3u8
乡锁(美国恐怖片),https://vip1.lz-cdn7.com/20230302/14665_b07400fe/index.m3u8
乡间小屋(英国恐怖片),https://vip.lz-cdn3.com/20220826/12019_7044eef2/index.m3u8
乱1985(日本动作片),https://vip.lz-cdn3.com/20230711/20174_98e9841f/index.m3u8
乱世英雄乱世情【国语】1986(香港动作片),https://v.cdnlz19.com/20240914/44717_99bb1e3c/index.m3u8
二二六(日本战争片),https://vip.lz-cdn3.com/20221123/16219_32634b8c/index.m3u8
二凤(动作片),https://hd.lz-cdn18.com/20230323/1333_0e09036d/index.m3u8
二凤前传(动作片),https://hd.lz-cdn18.com/20230323/1334_b5507084/index.m3u8
二百三高地(日本战争片),https://vip1.lz-cdn7.com/20230216/14292_e7f3ea74/index.m3u8
二的梦魇(西班牙恐怖片),https://vip.lz-cdn3.com/20220622/8214_b94d024f/index.m3u8
二重身2014(日本恐怖片),https://vip1.lz-cdn1.com/20230810/21722_496a97d6/index.m3u8
云雾之间(科幻片),https://vip1.lz-cdn10.com/20220902/2375_a72f8de1/index.m3u8
云霄之上(大陆战争片),https://vip1.lz-cdn10.com/20220808/2182_5c285e99/index.m3u8
五个人的天空(苏联战争片),https://vip.lzcdn2.com/20220327/795_ae6e1c0d/index.m3u8
五台山儿女英雄传(大陆战争片),https://vip.lz-cdn3.com/20221013/14770_54f44700/index.m3u8
五日战争(美国战争片),https://vip1.lz-cdn7.com/20230117/13535_e3156948/index.m3u8
五月五之战(墨西哥战争片),https://vip1.lz-cdn7.com/20230102/13140_a990a38e/index.m3u8
五月八月(香港战争片),https://vip.lzcdn2.com/20220525/7709_58e791cf/index.m3u8
五月魔女(美国恐怖片),https://vip.lzcdn2.com/20220429/4863_78f76347/index.m3u8
五爪十八翻(香港动作片),https://vip.lzcdn2.com/20230627/26205_5cd5f9b9/index.m3u8
五雷轰顶【国语】(香港动作片),https://v.cdnlz17.com/20231009/28716_bb018667/index.m3u8
五音不全(美国恐怖片),https://vip.lz-cdn3.com/20220929/14284_ced17417/index.m3u8
亚洲犯罪网(泰国动作片),https://vip1.lz-cdn1.com/20230821/21927_7682ed2d/index.m3u8
亚洲警察之高压线【粤语】(香港动作片),https://vip1.lz-cdn1.com/20230807/21671_3906db69/index.m3u8
亚洲风暴(苏联战争片),https://vip.lzcdn2.com/20220528/7740_dec26797/index.m3u8
